#         t          x          y          z         vx         vy         vz
      3.105    197.740    -35.364     82.120    -12.491    -73.199    -53.027
      3.106    197.727    -35.438     82.067    -12.603    -73.170    -53.068
      3.107    197.714    -35.511     82.014    -12.715    -73.141    -53.109
      3.108    197.702    -35.584     81.961    -12.826    -73.112    -53.150
      3.109    197.689    -35.657     81.908    -12.938    -73.083    -53.191
      3.110    197.676    -35.730     81.855    -13.050    -73.055    -53.232
      3.111    197.663    -35.803     81.801    -13.162    -73.026    -53.273
      3.112    197.649    -35.876     81.748    -13.274    -72.997    -53.314
      3.113    197.636    -35.949     81.695    -13.386    -72.968    -53.355
      3.114    197.623    -36.022     81.641    -13.498    -72.938    -53.396
      3.115    197.609    -36.095     81.588    -13.609    -72.909    -53.437
      3.116    197.596    -36.168     81.534    -13.721    -72.880    -53.478
      3.117    197.582    -36.241     81.481    -13.833    -72.851    -53.519
      3.118    197.568    -36.313     81.427    -13.945    -72.822    -53.560
      3.119    197.554    -36.386     81.374    -14.057    -72.792    -53.601
      3.120    197.540    -36.459     81.320    -14.169    -72.763    -53.642
      3.121    197.526    -36.532     81.267    -14.281    -72.734    -53.682
      3.122    197.511    -36.605     81.213    -14.393    -72.704    -53.723
      3.123    197.497    -36.677     81.159    -14.505    -72.675    -53.764
      3.124    197.482    -36.750     81.105    -14.617    -72.645    -53.805
      3.125    197.467    -36.823     81.051    -14.729    -72.616    -53.845
      3.126    197.453    -36.895     80.998    -14.841    -72.586    -53.886
      3.127    197.438    -36.968     80.944    -14.953    -72.556    -53.927
      3.128    197.423    -37.040     80.890    -15.065    -72.527    -53.967
      3.129    197.408    -37.113     80.836    -15.177    -72.497    -54.008
      3.130    197.392    -37.185     80.782    -15.289    -72.467    -54.049
      3.131    197.377    -37.258     80.728    -15.401    -72.437    -54.089
      3.132    197.362    -37.330     80.674    -15.513    -72.407    -54.130
      3.133    197.346    -37.402     80.619    -15.625    -72.378    -54.170
      3.134    197.330    -37.475     80.565    -15.737    -72.348    -54.211
      3.135    197.315    -37.547     80.511    -15.849    -72.318    -54.251
      3.136    197.299    -37.619     80.457    -15.961    -72.288    -54.292
      3.137    197.283    -37.692     80.402    -16.073    -72.257    -54.332
      3.138    197.267    -37.764     80.348    -16.185    -72.227    -54.372
      3.139    197.250    -37.836     80.294    -16.297    -72.197    -54.413
      3.140    197.234    -37.908     80.239    -16.409    -72.167    -54.453
      3.141    197.217    -37.981     80.185    -16.521    -72.137    -54.493
      3.142    197.201    -38.053     80.130    -16.633    -72.106    -54.534
      3.143    197.184    -38.125     80.076    -16.745    -72.076    -54.574
      3.144    197.167    -38.197     80.021    -16.857    -72.046    -54.614
      3.145    197.151    -38.269     79.966    -16.970    -72.015    -54.655
      3.146    197.133    -38.341     79.912    -17.082    -71.985    -54.695
      3.147    197.116    -38.413     79.857    -17.194    -71.954    -54.735
      3.148    197.099    -38.485     79.802    -17.306    -71.924    -54.775
      3.149    197.082    -38.557     79.748    -17.418    -71.893    -54.815
      3.150    197.064    -38.629     79.693    -17.530    -71.862    -54.855
      3.151    197.047    -38.700     79.638    -17.643    -71.832    -54.896
      3.152    197.029    -38.772     79.583    -17.755    -71.801    -54.936
      3.153    197.011    -38.844     79.528    -17.867    -71.770    -54.976
      3.154    196.993    -38.916     79.473    -17.979    -71.739    -55.016
      3.155    196.975    -38.987     79.418    -18.091    -71.708    -55.056
      3.156    196.957    -39.059     79.363    -18.204    -71.678    -55.096
      3.157    196.939    -39.131     79.308    -18.316    -71.647    -55.136
      3.158    196.920    -39.202     79.253    -18.428    -71.616    -55.176
      3.159    196.902    -39.274     79.197    -18.540    -71.585    -55.216
      3.160    196.883    -39.346     79.142    -18.653    -71.553    -55.255
      3.161    196.865    -39.417     79.087    -18.765    -71.522    -55.295
      3.162    196.846    -39.489     79.032    -18.877    -71.491    -55.335
      3.163    196.827    -39.560     78.976    -18.990    -71.460    -55.375
      3.164    196.808    -39.632     78.921    -19.102    -71.429    -55.415
      3.165    196.789    -39.703     78.865    -19.214    -71.397    -55.455
      3.166    196.769    -39.774     78.810    -19.326    -71.366    -55.494
      3.167    196.750    -39.846     78.754    -19.439    -71.335    -55.534
      3.168    196.731    -39.917     78.699    -19.551    -71.303    -55.574
      3.169    196.711    -39.988     78.643    -19.664    -71.272    -55.614
      3.170    196.691    -40.060     78.588    -19.776    -71.240    -55.653
      3.171    196.671    -40.131     78.532    -19.888    -71.208    -55.693
      3.172    196.651    -40.202     78.476    -20.001    -71.177    -55.732
      3.173    196.631    -40.273     78.420    -20.113    -71.145    -55.772
      3.174    196.611    -40.344     78.365    -20.225    -71.113    -55.812
      3.175    196.591    -40.415     78.309    -20.338    -71.082    -55.851
      3.176    196.571    -40.486     78.253    -20.450    -71.050    -55.891
      3.177    196.550    -40.557     78.197    -20.563    -71.018    -55.930
      3.178    196.529    -40.628     78.141    -20.675    -70.986    -55.970
      3.179    196.509    -40.699     78.085    -20.788    -70.954    -56.009
      3.180    196.488    -40.770     78.029    -20.900    -70.922    -56.049
      3.181    196.467    -40.841     77.973    -21.013    -70.890    -56.088
      3.182    196.446    -40.912     77.917    -21.125    -70.858    -56.127
      3.183    196.425    -40.983     77.861    -21.238    -70.826    -56.167
      3.184    196.403    -41.054     77.805    -21.350    -70.794    -56.206
      3.185    196.382    -41.125     77.748    -21.463    -70.762    -56.246
      3.186    196.360    -41.195     77.692    -21.575    -70.729    -56.285
      3.187    196.339    -41.266     77.636    -21.688    -70.697    -56.324
      3.188    196.317    -41.337     77.579    -21.800    -70.665    -56.363
      3.189    196.295    -41.407     77.523    -21.913    -70.632    -56.403
      3.190    196.273    -41.478     77.467    -22.026    -70.600    -56.442
      3.191    196.251    -41.549     77.410    -22.138    -70.567    -56.481
      3.192    196.229    -41.619     77.354    -22.251    -70.535    -56.520
      3.193    196.207    -41.690     77.297    -22.363    -70.502    -56.559
      3.194    196.184    -41.760     77.241    -22.476    -70.470    -56.599
      3.195    196.162    -41.831     77.184    -22.589    -70.437    -56.638
      3.196    196.139    -41.901     77.127    -22.701    -70.404    -56.677
      3.197    196.116    -41.971     77.071    -22.814    -70.372    -56.716
      3.198    196.093    -42.042     77.014    -22.927    -70.339    -56.755
      3.199    196.070    -42.112     76.957    -23.039    -70.306    -56.794
      3.200    196.047    -42.182     76.900    -23.152    -70.273    -56.833
      3.201    196.024    -42.253     76.843    -23.265    -70.240    -56.872
      3.202    196.001    -42.323     76.786    -23.378    -70.207    -56.911
      3.203    195.977    -42.393     76.730    -23.490    -70.174    -56.950
      3.204    195.954    -42.463     76.673    -23.603    -70.141    -56.989
      3.205    195.930    -42.533     76.616    -23.716    -70.108    -57.028
      3.206    195.906    -42.603     76.559    -23.829    -70.075    -57.067
      3.207    195.882    -42.673     76.501    -23.942    -70.042    -57.105
      3.208    195.858    -42.744     76.444    -24.054    -70.009    -57.144
      3.209    195.834    -42.814     76.387    -24.167    -69.975    -57.183
      3.210    195.810    -42.883     76.330    -24.280    -69.942    -57.222
      3.211    195.786    -42.953     76.273    -24.393    -69.909    -57.261
      3.212    195.761    -43.023     76.215    -24.506    -69.875    -57.299
      3.213    195.737    -43.093     76.158    -24.619    -69.842    -57.338
      3.214    195.712    -43.163     76.101    -24.732    -69.808    -57.377
      3.215    195.687    -43.233     76.043    -24.844    -69.775    -57.415
      3.216    195.662    -43.303     75.986    -24.957    -69.741    -57.454
      3.217    195.637    -43.372     75.928    -25.070    -69.707    -57.493
      3.218    195.612    -43.442     75.871    -25.183    -69.674    -57.531
      3.219    195.587    -43.512     75.813    -25.296    -69.640    -57.570
      3.220    195.562    -43.581     75.756    -25.409    -69.606    -57.608
      3.221    195.536    -43.651     75.698    -25.522    -69.572    -57.647
      3.222    195.511    -43.720     75.641    -25.635    -69.538    -57.685
      3.223    195.485    -43.790     75.583    -25.748    -69.504    -57.724
      3.224    195.459    -43.859     75.525    -25.861    -69.470    -57.762
      3.225    195.433    -43.929     75.467    -25.974    -69.436    -57.801
      3.226    195.407    -43.998     75.409    -26.087    -69.402    -57.839
      3.227    195.381    -44.068     75.352    -26.200    -69.368    -57.878
      3.228    195.355    -44.137     75.294    -26.314    -69.334    -57.916
      3.229    195.328    -44.206     75.236    -26.427    -69.300    -57.955
      3.230    195.302    -44.276     75.178    -26.540    -69.266    -57.993
      3.231    195.275    -44.345     75.120    -26.653    -69.231    -58.031
      3.232    195.249    -44.414     75.062    -26.766    -69.197    -58.070
      3.233    195.222    -44.483     75.004    -26.879    -69.163    -58.108
      3.234    195.195    -44.552     74.946    -26.992    -69.128    -58.146
      3.235    195.168    -44.621     74.887    -27.106    -69.094    -58.184
      3.236    195.141    -44.691     74.829    -27.219    -69.059    -58.223
      3.237    195.113    -44.760     74.771    -27.332    -69.025    -58.261
      3.238    195.086    -44.829     74.713    -27.445    -68.990    -58.299
      3.239    195.059    -44.898     74.654    -27.558    -68.955    -58.337
      3.240    195.031    -44.967     74.596    -27.672    -68.921    -58.375
      3.241    195.003    -45.035     74.538    -27.785    -68.886    -58.413
      3.242    194.975    -45.104     74.479    -27.898    -68.851    -58.451
      3.243    194.947    -45.173     74.421    -28.012    -68.816    -58.489
      3.244    194.919    -45.242     74.362    -28.125    -68.781    -58.528
      3.245    194.891    -45.311     74.304    -28.238    -68.746    -58.566
      3.246    194.863    -45.379     74.245    -28.352    -68.711    -58.604
      3.247    194.834    -45.448     74.186    -28.465    -68.676    -58.642
      3.248    194.806    -45.517     74.128    -28.578    -68.641    -58.680
      3.249    194.777    -45.585     74.069    -28.692    -68.606    -58.717
      3.250    194.749    -45.654     74.010    -28.805    -68.571    -58.755
      3.251    194.720    -45.723     73.952    -28.919    -68.536    -58.793
      3.252    194.691    -45.791     73.893    -29.032    -68.500    -58.831
      3.253    194.662    -45.860     73.834    -29.146    -68.465    -58.869
      3.254    194.632    -45.928     73.775    -29.259    -68.430    -58.907
      3.255    194.603    -45.996     73.716    -29.373    -68.394    -58.945
      3.256    194.574    -46.065     73.657    -29.486    -68.359    -58.982
      3.257    194.544    -46.133     73.598    -29.600    -68.323    -59.020
      3.258    194.514    -46.201     73.539    -29.713    -68.288    -59.058
      3.259    194.485    -46.270     73.480    -29.827    -68.252    -59.096
      3.260    194.455    -46.338     73.421    -29.940    -68.217    -59.133
      3.261    194.425    -46.406     73.362    -30.054    -68.181    -59.171
      3.262    194.395    -46.474     73.303    -30.167    -68.145    -59.209
      3.263    194.364    -46.542     73.243    -30.281    -68.109    -59.246
      3.264    194.334    -46.610     73.184    -30.395    -68.074    -59.284
      3.265    194.304    -46.679     73.125    -30.508    -68.038    -59.322
      3.266    194.273    -46.747     73.065    -30.622    -68.002    -59.359
      3.267    194.242    -46.815     73.006    -30.736    -67.966    -59.397
      3.268    194.212    -46.882     72.947    -30.850    -67.930    -59.434
      3.269    194.181    -46.950     72.887    -30.963    -67.894    -59.472
      3.270    194.150    -47.018     72.828    -31.077    -67.857    -59.509
      3.271    194.119    -47.086     72.768    -31.191    -67.821    -59.547
      3.272    194.087    -47.154     72.709    -31.305    -67.785    -59.584
      3.273    194.056    -47.222     72.649    -31.418    -67.749    -59.622
      3.274    194.024    -47.289     72.589    -31.532    -67.713    -59.659
      3.275    193.993    -47.357     72.530    -31.646    -67.676    -59.697
      3.276    193.961    -47.425     72.470    -31.760    -67.640    -59.734
      3.277    193.929    -47.492     72.410    -31.874    -67.603    -59.771
      3.278    193.897    -47.560     72.350    -31.988    -67.567    -59.809
      3.279    193.865    -47.628     72.291    -32.101    -67.530    -59.846
      3.280    193.833    -47.695     72.231    -32.215    -67.494    -59.883
      3.281    193.801    -47.763     72.171    -32.329    -67.457    -59.920
      3.282    193.769    -47.830     72.111    -32.443    -67.420    -59.958
      3.283    193.736    -47.897     72.051    -32.557    -67.384    -59.995
      3.284    193.703    -47.965     71.991    -32.671    -67.347    -60.032
      3.285    193.671    -48.032     71.931    -32.785    -67.310    -60.069
      3.286    193.638    -48.099     71.871    -32.899    -67.273    -60.106
      3.287    193.605    -48.167     71.811    -33.013    -67.236    -60.144
      3.288    193.572    -48.234     71.750    -33.127    -67.199    -60.181
      3.289    193.539    -48.301     71.690    -33.242    -67.162    -60.218
      3.290    193.505    -48.368     71.630    -33.356    -67.125    -60.255
      3.291    193.472    -48.435     71.570    -33.470    -67.088    -60.292
      3.292    193.438    -48.502     71.509    -33.584    -67.051    -60.329
      3.293    193.405    -48.569     71.449    -33.698    -67.013    -60.366
      3.294    193.371    -48.636     71.389    -33.812    -66.976    -60.403
      3.295    193.337    -48.703     71.328    -33.926    -66.939    -60.440
      3.296    193.303    -48.770     71.268    -34.041    -66.901    -60.477
      3.297    193.269    -48.837     71.207    -34.155    -66.864    -60.514
      3.298    193.235    -48.904     71.147    -34.269    -66.827    -60.551
      3.299    193.201    -48.971     71.086    -34.383    -66.789    -60.588
      3.300    193.166    -49.038     71.026    -34.498    -66.751    -60.625
      3.301    193.132    -49.104     70.965    -34.612    -66.714    -60.661
      3.302    193.097    -49.171     70.904    -34.726    -66.676    -60.698
      3.303    193.062    -49.238     70.844    -34.841    -66.638    -60.735
      3.304    193.027    -49.304     70.783    -34.955    -66.601    -60.772
      3.305    192.992    -49.371     70.722    -35.069    -66.563    -60.809
      3.306    192.957    -49.437     70.661    -35.184    -66.525    -60.845
      3.307    192.922    -49.504     70.600    -35.298    -66.487    -60.882
      3.308    192.886    -49.570     70.539    -35.413    -66.449    -60.919
      3.309    192.851    -49.637     70.478    -35.527    -66.411    -60.955
      3.310    192.815    -49.703     70.417    -35.642    -66.373    -60.992
      3.311    192.780    -49.770     70.356    -35.756    -66.335    -61.029
      3.312    192.744    -49.836     70.295    -35.871    -66.297    -61.065
      3.313    192.708    -49.902     70.234    -35.985    -66.258    -61.102
      3.314    192.672    -49.968     70.173    -36.100    -66.220    -61.139
      3.315    192.636    -50.035     70.112    -36.214    -66.182    -61.175
      3.316    192.600    -50.101     70.051    -36.329    -66.144    -61.212
      3.317    192.563    -50.167     69.990    -36.444    -66.105    -61.248
      3.318    192.527    -50.233     69.928    -36.558    -66.067    -61.285
      3.319    192.490    -50.299     69.867    -36.673    -66.028    -61.321
      3.320    192.453    -50.365     69.806    -36.788    -65.990    -61.358
      3.321    192.416    -50.431     69.744    -36.902    -65.951    -61.394
      3.322    192.379    -50.497     69.683    -37.017    -65.912    -61.430
      3.323    192.342    -50.563     69.622    -37.132    -65.874    -61.467
      3.324    192.305    -50.629     69.560    -37.247    -65.835    -61.503
      3.325    192.268    -50.694     69.498    -37.362    -65.796    -61.540
      3.326    192.230    -50.760     69.437    -37.476    -65.757    -61.576
      3.327    192.193    -50.826     69.375    -37.591    -65.718    -61.612
      3.328    192.155    -50.892     69.314    -37.706    -65.679    -61.648
      3.329    192.118    -50.957     69.252    -37.821    -65.640    -61.685
      3.330    192.080    -51.023     69.190    -37.936    -65.601    -61.721
      3.331    192.042    -51.089     69.129    -38.051    -65.562    -61.757
      3.332    192.004    -51.154     69.067    -38.166    -65.523    -61.793
      3.333    191.965    -51.220     69.005    -38.281    -65.484    -61.830
      3.334    191.927    -51.285     68.943    -38.396    -65.444    -61.866
      3.335    191.889    -51.350     68.881    -38.511    -65.405    -61.902
      3.336    191.850    -51.416     68.819    -38.626    -65.366    -61.938
      3.337    191.811    -51.481     68.757    -38.741    -65.326    -61.974
      3.338    191.773    -51.546     68.695    -38.856    -65.287    -62.010
      3.339    191.734    -51.612     68.633    -38.971    -65.247    -62.046
      3.340    191.695    -51.677     68.571    -39.086    -65.208    -62.082
      3.341    191.655    -51.742     68.509    -39.201    -65.168    -62.118
      3.342    191.616    -51.807     68.447    -39.316    -65.128    -62.154
      3.343    191.577    -51.872     68.385    -39.432    -65.089    -62.190
      3.344    191.537    -51.937     68.323    -39.547    -65.049    -62.226
      3.345    191.498    -52.003     68.260    -39.662    -65.009    -62.262
      3.346    191.458    -52.068     68.198    -39.777    -64.969    -62.298
      3.347    191.418    -52.132     68.136    -39.893    -64.929    -62.334
      3.348    191.378    -52.197     68.074    -40.008    -64.889    -62.370
      3.349    191.338    -52.262     68.011    -40.123    -64.849    -62.406
      3.350    191.298    -52.327     67.949    -40.239    -64.809    -62.442
      3.351    191.258    -52.392     67.886    -40.354    -64.769    -62.477
      3.352    191.217    -52.457     67.824    -40.469    -64.729    -62.513
      3.353    191.177    -52.521     67.761    -40.585    -64.689    -62.549
      3.354    191.136    -52.586     67.699    -40.700    -64.648    -62.585
      3.355    191.095    -52.651     67.636    -40.816    -64.608    -62.621
      3.356    191.054    -52.715     67.573    -40.931    -64.568    -62.656
      3.357    191.013    -52.780     67.511    -41.047    -64.527    -62.692
      3.358    190.972    -52.844     67.448    -41.162    -64.487    -62.728
      3.359    190.931    -52.909     67.385    -41.278    -64.446    -62.763
      3.360    190.890    -52.973     67.323    -41.393    -64.406    -62.799
      3.361    190.848    -53.038     67.260    -41.509    -64.365    -62.835
      3.362    190.807    -53.102     67.197    -41.625    -64.324    -62.870
      3.363    190.765    -53.166     67.134    -41.740    -64.283    -62.906
      3.364    190.723    -53.230     67.071    -41.856    -64.243    -62.941
      3.365    190.681    -53.295     67.008    -41.972    -64.202    -62.977
      3.366    190.639    -53.359     66.945    -42.087    -64.161    -63.012
      3.367    190.597    -53.423     66.882    -42.203    -64.120    -63.048
      3.368    190.555    -53.487     66.819    -42.319    -64.079    -63.083
      3.369    190.513    -53.551     66.756    -42.435    -64.038    -63.119
      3.370    190.470    -53.615     66.693    -42.551    -63.997    -63.154
      3.371    190.427    -53.679     66.630    -42.666    -63.955    -63.190
      3.372    190.385    -53.743     66.566    -42.782    -63.914    -63.225
      3.373    190.342    -53.807     66.503    -42.898    -63.873    -63.260
      3.374    190.299    -53.871     66.440    -43.014    -63.832    -63.296
      3.375    190.256    -53.935     66.377    -43.130    -63.790    -63.331
      3.376    190.213    -53.998     66.313    -43.246    -63.749    -63.366
      3.377    190.169    -54.062     66.250    -43.362    -63.707    -63.402
      3.378    190.126    -54.126     66.186    -43.478    -63.666    -63.437
      3.379    190.082    -54.189     66.123    -43.594    -63.624    -63.472
      3.380    190.039    -54.253     66.059    -43.710    -63.582    -63.507
      3.381    189.995    -54.317     65.996    -43.826    -63.541    -63.543
      3.382    189.951    -54.380     65.932    -43.942    -63.499    -63.578
      3.383    189.907    -54.444     65.869    -44.059    -63.457    -63.613
      3.384    189.863    -54.507     65.805    -44.175    -63.415    -63.648
      3.385    189.819    -54.570     65.741    -44.291    -63.373    -63.683
      3.386    189.774    -54.634     65.678    -44.407    -63.331    -63.718
      3.387    189.730    -54.697     65.614    -44.523    -63.289    -63.753
      3.388    189.685    -54.760     65.550    -44.640    -63.247    -63.788
      3.389    189.641    -54.824     65.486    -44.756    -63.205    -63.823
      3.390    189.596    -54.887     65.423    -44.872    -63.163    -63.858
      3.391    189.551    -54.950     65.359    -44.989    -63.121    -63.893
      3.392    189.506    -55.013     65.295    -45.105    -63.078    -63.928
      3.393    189.461    -55.076     65.231    -45.221    -63.036    -63.963
      3.394    189.415    -55.139     65.167    -45.338    -62.993    -63.998
      3.395    189.370    -55.202     65.103    -45.454    -62.951    -64.033
      3.396    189.325    -55.265     65.039    -45.571    -62.909    -64.068
      3.397    189.279    -55.328     64.975    -45.687    -62.866    -64.103
      3.398    189.233    -55.391     64.911    -45.804    -62.823    -64.138
      3.399    189.187    -55.454     64.846    -45.920    -62.781    -64.173
      3.400    189.141    -55.516     64.782    -46.037    -62.738    -64.208
      3.401    189.095    -55.579     64.718    -46.154    -62.695    -64.242
      3.402    189.049    -55.642     64.654    -46.270    -62.652    -64.277
      3.403    189.003    -55.704     64.589    -46.387    -62.609    -64.312
      3.404    188.956    -55.767     64.525    -46.504    -62.566    -64.347
      3.405    188.910    -55.829     64.461    -46.620    -62.523    -64.381
      3.406    188.863    -55.892     64.396    -46.737    -62.480    -64.416
      3.407    188.816    -55.954     64.332    -46.854    -62.437    -64.451
      3.408    188.769    -56.017     64.267    -46.971    -62.394    -64.485
      3.409    188.722    -56.079     64.203    -47.088    -62.351    -64.520
      3.410    188.675    -56.142     64.138    -47.205    -62.307    -64.555
      3.411    188.628    -56.204     64.074    -47.321    -62.264    -64.589
      3.412    188.580    -56.266     64.009    -47.438    -62.221    -64.624
      3.413    188.533    -56.328     63.945    -47.555    -62.177    -64.658
      3.414    188.485    -56.390     63.880    -47.672    -62.134    -64.693
      3.415    188.438    -56.453     63.815    -47.789    -62.090    -64.727
      3.416    188.390    -56.515     63.751    -47.906    -62.047    -64.762
      3.417    188.342    -56.577     63.686    -48.023    -62.003    -64.796
      3.418    188.294    -56.639     63.621    -48.141    -61.959    -64.831
      3.419    188.246    -56.701     63.556    -48.258    -61.915    -64.865
      3.420    188.197    -56.762     63.491    -48.375    -61.871    -64.900
      3.421    188.149    -56.824     63.426    -48.492    -61.828    -64.934
      3.422    188.100    -56.886     63.361    -48.609    -61.784    -64.968
      3.423    188.052    -56.948     63.296    -48.726    -61.740    -65.003
      3.424    188.003    -57.010     63.231    -48.844    -61.695    -65.037
      3.425    187.954    -57.071     63.166    -48.961    -61.651    -65.071
      3.426    187.905    -57.133     63.101    -49.078    -61.607    -65.106
      3.427    187.856    -57.194     63.036    -49.196    -61.563    -65.140
      3.428    187.806    -57.256     62.971    -49.313    -61.519    -65.174
      3.429    187.757    -57.317     62.906    -49.430    -61.474    -65.208
      3.430    187.708    -57.379     62.840    -49.548    -61.430    -65.243
      3.431    187.658    -57.440     62.775    -49.665    -61.385    -65.277
      3.432    187.608    -57.502     62.710    -49.783    -61.341    -65.311
      3.433    187.558    -57.563     62.645    -49.900    -61.296    -65.345
      3.434    187.508    -57.624     62.579    -50.018    -61.252    -65.379
      3.435    187.458    -57.686     62.514    -50.136    -61.207    -65.413
      3.436    187.408    -57.747     62.448    -50.253    -61.162    -65.448
      3.437    187.358    -57.808     62.383    -50.371    -61.117    -65.482
      3.438    187.307    -57.869     62.317    -50.489    -61.072    -65.516
      3.439    187.257    -57.930     62.252    -50.606    -61.028    -65.550
      3.440    187.206    -57.991     62.186    -50.724    -60.983    -65.584
      3.441    187.155    -58.052     62.121    -50.842    -60.938    -65.618
      3.442    187.105    -58.113     62.055    -50.960    -60.892    -65.652
      3.443    187.054    -58.174     61.989    -51.077    -60.847    -65.686
      3.444    187.002    -58.235     61.924    -51.195    -60.802    -65.719
      3.445    186.951    -58.295     61.858    -51.313    -60.757    -65.753
      3.446    186.900    -58.356     61.792    -51.431    -60.711    -65.787
      3.447    186.848    -58.417     61.726    -51.549    -60.666    -65.821
      3.448    186.797    -58.477     61.661    -51.667    -60.621    -65.855
      3.449    186.745    -58.538     61.595    -51.785    -60.575    -65.889
      3.450    186.693    -58.599     61.529    -51.903    -60.529    -65.923
      3.451    186.641    -58.659     61.463    -52.021    -60.484    -65.956
      3.452    186.589    -58.720     61.397    -52.139    -60.438    -65.990
      3.453    186.537    -58.780     61.331    -52.257    -60.392    -66.024
      3.454    186.485    -58.840     61.265    -52.376    -60.347    -66.058
      3.455    186.432    -58.901     61.199    -52.494    -60.301    -66.091
      3.456    186.380    -58.961     61.133    -52.612    -60.255    -66.125
      3.457    186.327    -59.021     61.067    -52.730    -60.209    -66.159
      3.458    186.274    -59.081     61.000    -52.849    -60.163    -66.192
      3.459    186.221    -59.141     60.934    -52.967    -60.117    -66.226
      3.460    186.168    -59.202     60.868    -53.085    -60.071    -66.259
      3.461    186.115    -59.262     60.802    -53.204    -60.024    -66.293
      3.462    186.062    -59.322     60.735    -53.322    -59.978    -66.327
      3.463    186.008    -59.382     60.669    -53.441    -59.932    -66.360
      3.464    185.955    -59.441     60.603    -53.559    -59.885    -66.394
      3.465    185.901    -59.501     60.536    -53.678    -59.839    -66.427
      3.466    185.848    -59.561     60.470    -53.796    -59.792    -66.461
      3.467    185.794    -59.621     60.403    -53.915    -59.746    -66.494
      3.468    185.740    -59.681     60.337    -54.033    -59.699    -66.527
      3.469    185.686    -59.740     60.270    -54.152    -59.653    -66.561
      3.470    185.631    -59.800     60.204    -54.271    -59.606    -66.594
      3.471    185.577    -59.860     60.137    -54.389    -59.559    -66.628
      3.472    185.523    -59.919     60.070    -54.508    -59.512    -66.661
      3.473    185.468    -59.979     60.004    -54.627    -59.465    -66.694
      3.474    185.413    -60.038     59.937    -54.746    -59.418    -66.728
      3.475    185.359    -60.097     59.870    -54.865    -59.371    -66.761
      3.476    185.304    -60.157     59.803    -54.983    -59.324    -66.794
      3.477    185.249    -60.216     59.737    -55.102    -59.277    -66.827
      3.478    185.193    -60.275     59.670    -55.221    -59.230    -66.861
      3.479    185.138    -60.335     59.603    -55.340    -59.182    -66.894
      3.480    185.083    -60.394     59.536    -55.459    -59.135    -66.927
      3.481    185.027    -60.453     59.469    -55.578    -59.088    -66.960
      3.482    184.972    -60.512     59.402    -55.698    -59.040    -66.993
      3.483    184.916    -60.571     59.335    -55.817    -58.992    -67.026
      3.484    184.860    -60.630     59.268    -55.936    -58.945    -67.060
      3.485    184.804    -60.689     59.201    -56.055    -58.897    -67.093
      3.486    184.748    -60.748     59.134    -56.174    -58.849    -67.126
      3.487    184.692    -60.806     59.067    -56.293    -58.802    -67.159
      3.488    184.635    -60.865     59.000    -56.413    -58.754    -67.192
      3.489    184.579    -60.924     58.932    -56.532    -58.706    -67.225
      3.490    184.522    -60.983     58.865    -56.651    -58.658    -67.258
      3.491    184.465    -61.041     58.798    -56.771    -58.610    -67.291
      3.492    184.409    -61.100     58.731    -56.890    -58.562    -67.324
      3.493    184.352    -61.158     58.663    -57.010    -58.514    -67.357
      3.494    184.295    -61.217     58.596    -57.129    -58.465    -67.389
      3.495    184.237    -61.275     58.528    -57.249    -58.417    -67.422
      3.496    184.180    -61.334     58.461    -57.368    -58.369    -67.455
      3.497    184.123    -61.392     58.393    -57.488    -58.320    -67.488
      3.498    184.065    -61.450     58.326    -57.608    -58.272    -67.521
      3.499    184.007    -61.509     58.258    -57.727    -58.223    -67.554
      3.500    183.950    -61.567     58.191    -57.847    -58.175    -67.586
      3.501    183.892    -61.625     58.123    -57.967    -58.126    -67.619
      3.502    183.834    -61.683     58.056    -58.087    -58.077    -67.652
      3.503    183.776    -61.741     57.988    -58.206    -58.029    -67.684
      3.504    183.717    -61.799     57.920    -58.326    -57.980    -67.717
      3.505    183.659    -61.857     57.853    -58.446    -57.931    -67.750
      3.506    183.600    -61.915     57.785    -58.566    -57.882    -67.782
      3.507    183.542    -61.973     57.717    -58.686    -57.833    -67.815
      3.508    183.483    -62.031     57.649    -58.806    -57.784    -67.848
      3.509    183.424    -62.088     57.581    -58.926    -57.735    -67.880
      3.510    183.365    -62.146     57.513    -59.046    -57.685    -67.913
      3.511    183.306    -62.204     57.445    -59.166    -57.636    -67.945
      3.512    183.247    -62.261     57.377    -59.286    -57.587    -67.978
      3.513    183.188    -62.319     57.309    -59.407    -57.537    -68.010
      3.514    183.128    -62.376     57.241    -59.527    -57.488    -68.043
      3.515    183.069    -62.434     57.173    -59.647    -57.438    -68.075
      3.516    183.009    -62.491     57.105    -59.767    -57.389    -68.108
      3.517    182.949    -62.549     57.037    -59.888    -57.339    -68.140
      3.518    182.889    -62.606     56.969    -60.008    -57.289    -68.173
      3.519    182.829    -62.663     56.901    -60.128    -57.240    -68.205
      3.520    182.769    -62.720     56.833    -60.249    -57.190    -68.237
      3.521    182.708    -62.778     56.764    -60.369    -57.140    -68.270
      3.522    182.648    -62.835     56.696    -60.490    -57.090    -68.302
      3.523    182.587    -62.892     56.628    -60.610    -57.040    -68.334
      3.524    182.527    -62.949     56.559    -60.731    -56.990    -68.366
      3.525    182.466    -63.006     56.491    -60.852    -56.939    -68.399
      3.526    182.405    -63.063     56.423    -60.972    -56.889    -68.431
      3.527    182.344    -63.120     56.354    -61.093    -56.839    -68.463
