#         t          x          y          z         vx         vy         vz
      5.503    -43.543     95.790     39.814     75.618     77.501     88.786
      5.504    -43.467     95.867     39.903     75.732     77.203     88.649
      5.505    -43.392     95.944     39.992     75.846     76.906     88.513
      5.506    -43.316     96.021     40.080     75.958     76.608     88.376
      5.507    -43.240     96.098     40.168     76.071     76.311     88.239
      5.508    -43.163     96.174     40.257     76.183     76.014     88.102
      5.509    -43.087     96.250     40.345     76.295     75.717     87.965
      5.510    -43.011     96.325     40.433     76.406     75.421     87.828
      5.511    -42.934     96.400     40.520     76.517     75.124     87.691
      5.512    -42.858     96.475     40.608     76.627     74.828     87.554
      5.513    -42.781     96.550     40.695     76.737     74.532     87.416
      5.514    -42.704     96.624     40.783     76.846     74.237     87.279
      5.515    -42.627     96.699     40.870     76.955     73.941     87.142
      5.516    -42.550     96.772     40.957     77.064     73.646     87.004
      5.517    -42.473     96.846     41.044     77.172     73.351     86.866
      5.518    -42.396     96.919     41.131     77.280     73.057     86.729
      5.519    -42.319     96.992     41.217     77.387     72.762     86.591
      5.520    -42.241     97.065     41.304     77.494     72.468     86.453
      5.521    -42.164     97.137     41.390     77.601     72.174     86.316
      5.522    -42.086     97.209     41.477     77.707     71.880     86.178
      5.523    -42.008     97.281     41.563     77.812     71.586     86.040
      5.524    -41.931     97.352     41.649     77.918     71.293     85.902
      5.525    -41.853     97.423     41.735     78.023     71.000     85.764
      5.526    -41.774     97.494     41.820     78.127     70.707     85.625
      5.527    -41.696     97.565     41.906     78.231     70.414     85.487
      5.528    -41.618     97.635     41.991     78.335     70.122     85.349
      5.529    -41.540     97.705     42.076     78.438     69.829     85.211
      5.530    -41.461     97.775     42.162     78.541     69.537     85.072
      5.531    -41.383     97.844     42.247     78.643     69.245     84.934
      5.532    -41.304     97.913     42.331     78.745     68.954     84.795
      5.533    -41.225     97.982     42.416     78.846     68.662     84.657
      5.534    -41.146     98.050     42.501     78.948     68.371     84.518
      5.535    -41.067     98.119     42.585     79.048     68.080     84.379
      5.536    -40.988     98.187     42.670     79.149     67.789     84.240
      5.537    -40.909     98.254     42.754     79.249     67.499     84.101
      5.538    -40.830     98.322     42.838     79.348     67.208     83.963
      5.539    -40.750     98.389     42.922     79.447     66.918     83.824
      5.540    -40.671     98.455     43.005     79.546     66.628     83.685
      5.541    -40.591     98.522     43.089     79.644     66.339     83.545
      5.542    -40.511     98.588     43.172     79.742     66.049     83.406
      5.543    -40.432     98.654     43.256     79.840     65.760     83.267
      5.544    -40.352     98.720     43.339     79.937     65.471     83.128
      5.545    -40.272     98.785     43.422     80.034     65.182     82.988
      5.546    -40.192     98.850     43.505     80.130     64.893     82.849
      5.547    -40.111     98.915     43.588     80.226     64.605     82.709
      5.548    -40.031     98.979     43.670     80.322     64.316     82.570
      5.549    -39.951     99.043     43.753     80.417     64.028     82.430
      5.550    -39.870     99.107     43.835     80.512     63.740     82.291
      5.551    -39.790     99.171     43.918     80.606     63.453     82.151
      5.552    -39.709     99.234     44.000     80.700     63.165     82.011
      5.553    -39.628     99.297     44.082     80.794     62.878     81.871
      5.554    -39.548     99.360     44.163     80.887     62.591     81.731
      5.555    -39.467     99.422     44.245     80.980     62.304     81.591
      5.556    -39.386     99.484     44.327     81.073     62.018     81.451
      5.557    -39.304     99.546     44.408     81.165     61.731     81.311
      5.558    -39.223     99.608     44.489     81.257     61.445     81.171
      5.559    -39.142     99.669     44.570     81.348     61.159     81.031
      5.560    -39.061     99.730     44.651     81.439     60.873     80.891
      5.561    -38.979     99.791     44.732     81.530     60.588     80.750
      5.562    -38.898     99.851     44.813     81.620     60.302     80.610
      5.563    -38.816     99.912     44.893     81.710     60.017     80.470
      5.564    -38.734     99.971     44.974     81.799     59.732     80.329
      5.565    -38.652    100.031     45.054     81.889     59.447     80.189
      5.566    -38.570    100.090     45.134     81.977     59.163     80.048
      5.567    -38.488    100.149     45.214     82.066     58.878     79.907
      5.568    -38.406    100.208     45.294     82.154     58.594     79.767
      5.569    -38.324    100.267     45.374     82.241     58.310     79.626
      5.570    -38.242    100.325     45.453     82.329     58.026     79.485
      5.571    -38.159    100.383     45.532     82.416     57.743     79.344
      5.572    -38.077    100.440     45.612     82.502     57.459     79.203
      5.573    -37.994    100.498     45.691     82.588     57.176     79.062
      5.574    -37.912    100.555     45.770     82.674     56.893     78.921
      5.575    -37.829    100.611     45.849     82.760     56.610     78.780
      5.576    -37.746    100.668     45.927     82.845     56.328     78.639
      5.577    -37.663    100.724     46.006     82.930     56.045     78.497
      5.578    -37.580    100.780     46.084     83.014     55.763     78.356
      5.579    -37.497    100.835     46.163     83.098     55.481     78.215
      5.580    -37.414    100.891     46.241     83.182     55.199     78.073
      5.581    -37.331    100.946     46.319     83.265     54.917     77.932
      5.582    -37.248    101.001     46.397     83.348     54.636     77.790
      5.583    -37.164    101.055     46.474     83.430     54.354     77.649
      5.584    -37.081    101.109     46.552     83.513     54.073     77.507
      5.585    -36.997    101.163     46.629     83.595     53.792     77.365
      5.586    -36.914    101.217     46.707     83.676     53.512     77.224
      5.587    -36.830    101.270     46.784     83.757     53.231     77.082
      5.588    -36.746    101.323     46.861     83.838     52.951     76.940
      5.589    -36.662    101.376     46.938     83.919     52.671     76.798
      5.590    -36.578    101.429     47.015     83.999     52.391     76.656
      5.591    -36.494    101.481     47.091     84.078     52.111     76.514
      5.592    -36.410    101.533     47.168     84.158     51.831     76.372
      5.593    -36.326    101.585     47.244     84.237     51.552     76.230
      5.594    -36.242    101.636     47.320     84.316     51.273     76.088
      5.595    -36.157    101.687     47.396     84.394     50.994     75.946
      5.596    -36.073    101.738     47.472     84.472     50.715     75.803
      5.597    -35.988    101.789     47.548     84.550     50.436     75.661
      5.598    -35.904    101.839     47.623     84.627     50.157     75.519
      5.599    -35.819    101.889     47.699     84.704     49.879     75.376
      5.600    -35.734    101.939     47.774     84.781     49.601     75.234
      5.601    -35.649    101.988     47.849     84.857     49.323     75.091
      5.602    -35.565    102.037     47.924     84.933     49.045     74.948
      5.603    -35.480    102.086     47.999     85.009     48.768     74.806
      5.604    -35.395    102.135     48.074     85.084     48.490     74.663
      5.605    -35.309    102.183     48.148     85.159     48.213     74.520
      5.606    -35.224    102.231     48.223     85.234     47.936     74.377
      5.607    -35.139    102.279     48.297     85.308     47.659     74.234
      5.608    -35.054    102.327     48.371     85.382     47.382     74.092
      5.609    -34.968    102.374     48.445     85.456     47.106     73.949
      5.610    -34.883    102.421     48.519     85.529     46.829     73.805
      5.611    -34.797    102.468     48.593     85.602     46.553     73.662
      5.612    -34.711    102.514     48.667     85.674     46.277     73.519
      5.613    -34.626    102.560     48.740     85.747     46.001     73.376
      5.614    -34.540    102.606     48.813     85.819     45.726     73.233
      5.615    -34.454    102.652     48.886     85.890     45.450     73.089
      5.616    -34.368    102.697     48.959     85.962     45.175     72.946
      5.617    -34.282    102.742     49.032     86.033     44.900     72.803
      5.618    -34.196    102.787     49.105     86.103     44.625     72.659
      5.619    -34.110    102.831     49.178     86.174     44.350     72.516
      5.620    -34.024    102.875     49.250     86.244     44.076     72.372
      5.621    -33.938    102.919     49.322     86.313     43.801     72.228
      5.622    -33.851    102.963     49.395     86.383     43.527     72.085
      5.623    -33.765    103.006     49.467     86.452     43.253     71.941
      5.624    -33.678    103.049     49.538     86.520     42.979     71.797
      5.625    -33.592    103.092     49.610     86.589     42.705     71.653
      5.626    -33.505    103.135     49.682     86.657     42.432     71.510
      5.627    -33.418    103.177     49.753     86.724     42.158     71.366
      5.628    -33.332    103.219     49.824     86.792     41.885     71.222
      5.629    -33.245    103.261     49.896     86.859     41.612     71.078
      5.630    -33.158    103.302     49.967     86.926     41.339     70.933
      5.631    -33.071    103.344     50.037     86.992     41.066     70.789
      5.632    -32.984    103.385     50.108     87.058     40.794     70.645
      5.633    -32.897    103.425     50.179     87.124     40.521     70.501
      5.634    -32.810    103.466     50.249     87.189     40.249     70.357
      5.635    -32.722    103.506     50.319     87.255     39.977     70.212
      5.636    -32.635    103.546     50.390     87.320     39.705     70.068
      5.637    -32.548    103.585     50.460     87.384     39.433     69.923
      5.638    -32.460    103.624     50.529     87.448     39.162     69.779
      5.639    -32.373    103.663     50.599     87.512     38.890     69.634
      5.640    -32.285    103.702     50.669     87.576     38.619     69.490
      5.641    -32.198    103.741     50.738     87.639     38.348     69.345
      5.642    -32.110    103.779     50.807     87.702     38.077     69.200
      5.643    -32.022    103.817     50.877     87.765     37.806     69.056
      5.644    -31.935    103.855     50.946     87.827     37.535     68.911
      5.645    -31.847    103.892     51.014     87.889     37.265     68.766
      5.646    -31.759    103.929     51.083     87.951     36.995     68.621
      5.647    -31.671    103.966     51.152     88.012     36.725     68.476
      5.648    -31.583    104.002     51.220     88.073     36.455     68.331
      5.649    -31.495    104.039     51.288     88.134     36.185     68.186
      5.650    -31.407    104.075     51.356     88.195     35.915     68.041
      5.651    -31.318    104.111     51.424     88.255     35.646     67.895
      5.652    -31.230    104.146     51.492     88.315     35.376     67.750
      5.653    -31.142    104.181     51.560     88.375     35.107     67.605
      5.654    -31.053    104.216     51.627     88.434     34.838     67.460
      5.655    -30.965    104.251     51.695     88.493     34.569     67.314
      5.656    -30.876    104.285     51.762     88.551     34.301     67.169
      5.657    -30.788    104.320     51.829     88.610     34.032     67.023
      5.658    -30.699    104.354     51.896     88.668     33.764     66.878
      5.659    -30.610    104.387     51.963     88.726     33.495     66.732
      5.660    -30.522    104.421     52.030     88.783     33.227     66.587
      5.661    -30.433    104.454     52.096     88.840     32.959     66.441
      5.662    -30.344    104.486     52.162     88.897     32.692     66.295
      5.663    -30.255    104.519     52.229     88.954     32.424     66.149
      5.664    -30.166    104.551     52.295     89.010     32.157     66.003
      5.665    -30.077    104.583     52.361     89.066     31.889     65.858
      5.666    -29.988    104.615     52.426     89.122     31.622     65.712
      5.667    -29.899    104.647     52.492     89.177     31.355     65.566
      5.668    -29.810    104.678     52.558     89.232     31.088     65.420
      5.669    -29.720    104.709     52.623     89.287     30.821     65.274
      5.670    -29.631    104.739     52.688     89.342     30.555     65.127
      5.671    -29.542    104.770     52.753     89.396     30.288     64.981
      5.672    -29.452    104.800     52.818     89.450     30.022     64.835
      5.673    -29.363    104.830     52.883     89.503     29.756     64.689
      5.674    -29.273    104.860     52.947     89.557     29.490     64.542
      5.675    -29.184    104.889     53.012     89.610     29.224     64.396
      5.676    -29.094    104.918     53.076     89.663     28.959     64.249
      5.677    -29.004    104.947     53.140     89.715     28.693     64.103
      5.678    -28.914    104.975     53.204     89.767     28.428     63.956
      5.679    -28.825    105.004     53.268     89.819     28.162     63.810
      5.680    -28.735    105.032     53.332     89.871     27.897     63.663
      5.681    -28.645    105.059     53.396     89.922     27.632     63.516
      5.682    -28.555    105.087     53.459     89.973     27.368     63.370
      5.683    -28.465    105.114     53.522     90.024     27.103     63.223
      5.684    -28.375    105.141     53.586     90.074     26.838     63.076
      5.685    -28.285    105.168     53.649     90.124     26.574     62.929
      5.686    -28.195    105.194     53.711     90.174     26.310     62.782
      5.687    -28.105    105.220     53.774     90.224     26.046     62.635
      5.688    -28.014    105.246     53.837     90.273     25.782     62.488
      5.689    -27.924    105.272     53.899     90.322     25.518     62.341
      5.690    -27.834    105.297     53.961     90.371     25.254     62.194
      5.691    -27.743    105.323     54.023     90.420     24.991     62.046
      5.692    -27.653    105.347     54.085     90.468     24.727     61.899
      5.693    -27.562    105.372     54.147     90.516     24.464     61.752
      5.694    -27.472    105.396     54.209     90.563     24.201     61.604
      5.695    -27.381    105.420     54.270     90.611     23.938     61.457
      5.696    -27.291    105.444     54.332     90.658     23.675     61.310
      5.697    -27.200    105.468     54.393     90.704     23.413     61.162
      5.698    -27.109    105.491     54.454     90.751     23.150     61.014
      5.699    -27.018    105.514     54.515     90.797     22.888     60.867
      5.700    -26.928    105.537     54.576     90.843     22.625     60.719
      5.701    -26.837    105.559     54.637     90.889     22.363     60.571
      5.702    -26.746    105.582     54.697     90.934     22.101     60.424
      5.703    -26.655    105.604     54.757     90.979     21.839     60.276
      5.704    -26.564    105.625     54.818     91.024     21.578     60.128
      5.705    -26.473    105.647     54.878     91.069     21.316     59.980
      5.706    -26.382    105.668     54.938     91.113     21.055     59.832
      5.707    -26.291    105.689     54.997     91.157     20.793     59.684
      5.708    -26.199    105.709     55.057     91.201     20.532     59.536
      5.709    -26.108    105.730     55.116     91.244     20.271     59.388
      5.710    -26.017    105.750     55.176     91.287     20.010     59.240
      5.711    -25.926    105.770     55.235     91.330     19.749     59.091
      5.712    -25.834    105.789     55.294     91.373     19.489     58.943
      5.713    -25.743    105.809     55.353     91.415     19.228     58.795
      5.714    -25.651    105.828     55.411     91.457     18.968     58.646
      5.715    -25.560    105.847     55.470     91.499     18.708     58.498
      5.716    -25.468    105.865     55.528     91.541     18.447     58.349
      5.717    -25.377    105.884     55.587     91.582     18.187     58.201
      5.718    -25.285    105.902     55.645     91.623     17.928     58.052
      5.719    -25.194    105.920     55.703     91.664     17.668     57.903
      5.720    -25.102    105.937     55.761     91.704     17.408     57.755
      5.721    -25.010    105.954     55.818     91.744     17.149     57.606
      5.722    -24.918    105.971     55.876     91.784     16.889     57.457
      5.723    -24.827    105.988     55.933     91.824     16.630     57.308
      5.724    -24.735    106.005     55.991     91.863     16.371     57.159
      5.725    -24.643    106.021     56.048     91.902     16.112     57.010
      5.726    -24.551    106.037     56.105     91.941     15.853     56.861
      5.727    -24.459    106.053     56.161     91.980     15.595     56.712
      5.728    -24.367    106.068     56.218     92.018     15.336     56.563
      5.729    -24.275    106.083     56.274     92.056     15.077     56.414
      5.730    -24.183    106.098     56.331     92.094     14.819     56.265
      5.731    -24.091    106.113     56.387     92.132     14.561     56.116
      5.732    -23.999    106.127     56.443     92.169     14.303     55.966
      5.733    -23.906    106.142     56.499     92.206     14.045     55.817
      5.734    -23.814    106.155     56.555     92.243     13.787     55.667
      5.735    -23.722    106.169     56.610     92.279     13.529     55.518
      5.736    -23.630    106.182     56.666     92.316     13.272     55.368
      5.737    -23.537    106.196     56.721     92.351     13.014     55.219
      5.738    -23.445    106.209     56.776     92.387     12.757     55.069
      5.739    -23.353    106.221     56.831     92.423     12.500     54.919
      5.740    -23.260    106.234     56.886     92.458     12.242     54.770
      5.741    -23.168    106.246     56.941     92.493     11.985     54.620
      5.742    -23.075    106.257     56.995     92.527     11.729     54.470
      5.743    -22.983    106.269     57.050     92.562     11.472     54.320
      5.744    -22.890    106.280     57.104     92.596     11.215     54.170
      5.745    -22.797    106.292     57.158     92.630     10.959     54.020
      5.746    -22.705    106.302     57.212     92.664     10.702     53.870
      5.747    -22.612    106.313     57.266     92.697     10.446     53.720
      5.748    -22.519    106.323     57.319     92.730     10.190     53.570
      5.749    -22.427    106.333     57.373     92.763      9.934     53.419
      5.750    -22.334    106.343     57.426     92.796      9.678     53.269
      5.751    -22.241    106.353     57.479     92.828      9.422     53.119
      5.752    -22.148    106.362     57.532     92.860      9.166     52.968
      5.753    -22.055    106.371     57.585     92.892      8.911     52.818
      5.754    -21.962    106.380     57.638     92.923      8.655     52.667
      5.755    -21.869    106.388     57.691     92.955      8.400     52.517
      5.756    -21.776    106.397     57.743     92.986      8.145     52.366
      5.757    -21.683    106.405     57.795     93.017      7.889     52.216
      5.758    -21.590    106.412     57.847     93.047      7.634     52.065
      5.759    -21.497    106.420     57.899     93.078      7.380     51.914
      5.760    -21.404    106.427     57.951     93.108      7.125     51.763
      5.761    -21.311    106.434     58.003     93.137      6.870     51.612
      5.762    -21.218    106.441     58.055     93.167      6.616     51.461
      5.763    -21.125    106.447     58.106     93.196      6.361     51.310
      5.764    -21.032    106.454     58.157     93.225      6.107     51.159
      5.765    -20.938    106.460     58.208     93.254      5.853     51.008
      5.766    -20.845    106.465     58.259     93.283      5.598     50.857
      5.767    -20.752    106.471     58.310     93.311      5.344     50.706
      5.768    -20.658    106.476     58.361     93.339      5.090     50.555
      5.769    -20.565    106.481     58.411     93.367      4.837     50.403
      5.770    -20.472    106.486     58.461     93.394      4.583     50.252
      5.771    -20.378    106.490     58.512     93.422      4.329     50.101
      5.772    -20.285    106.494     58.562     93.449      4.076     49.949
      5.773    -20.191    106.498     58.611     93.476      3.823     49.798
      5.774    -20.098    106.502     58.661     93.502      3.569     49.646
      5.775    -20.004    106.505     58.711     93.529      3.316     49.494
      5.776    -19.911    106.509     58.760     93.555      3.063     49.343
      5.777    -19.817    106.512     58.809     93.580      2.810     49.191
      5.778    -19.724    106.514     58.859     93.606      2.557     49.039
      5.779    -19.630    106.517     58.908     93.631      2.305     48.887
      5.780    -19.536    106.519     58.956     93.657      2.052     48.735
      5.781    -19.443    106.521     59.005     93.681      1.799     48.583
      5.782    -19.349    106.522     59.054     93.706      1.547     48.431
      5.783    -19.255    106.524     59.102     93.730      1.295     48.279
      5.784    -19.162    106.525     59.150     93.754      1.043     48.127
      5.785    -19.068    106.526     59.198     93.778      0.790     47.975
      5.786    -18.974    106.527     59.246     93.802      0.538     47.822
      5.787    -18.880    106.527     59.294     93.825      0.287     47.670
      5.788    -18.786    106.527     59.341     93.848      0.035     47.518
      5.789    -18.693    106.527     59.389     93.871     -0.217     47.365
      5.790    -18.599    106.527     59.436     93.894     -0.469     47.213
      5.791    -18.505    106.526     59.483     93.916     -0.720     47.060
      5.792    -18.411    106.525     59.530     93.939     -0.971     46.908
      5.793    -18.317    106.524     59.577     93.961     -1.223     46.755
      5.794    -18.223    106.523     59.624     93.982     -1.474     46.602
      5.795    -18.129    106.521     59.670     94.004     -1.725     46.449
      5.796    -18.035    106.519     59.717     94.025     -1.976     46.297
      5.797    -17.941    106.517     59.763     94.046     -2.227     46.144
      5.798    -17.847    106.515     59.809     94.067     -2.478     45.991
      5.799    -17.753    106.512     59.855     94.087     -2.729     45.838
      5.800    -17.659    106.509     59.901     94.107     -2.979     45.685
      5.801    -17.565    106.506     59.946     94.127     -3.230     45.532
      5.802    -17.470    106.503     59.992     94.147     -3.480     45.378
      5.803    -17.376    106.499     60.037     94.167     -3.730     45.225
      5.804    -17.282    106.496     60.082     94.186     -3.981     45.072
      5.805    -17.188    106.491     60.127     94.205     -4.231     44.918
      5.806    -17.094    106.487     60.172     94.224     -4.481     44.765
      5.807    -16.999    106.482     60.217     94.242     -4.731     44.612
      5.808    -16.905    106.478     60.261     94.261     -4.981     44.458
      5.809    -16.811    106.473     60.306     94.279     -5.230     44.304
      5.810    -16.717    106.467     60.350     94.297     -5.480     44.151
      5.811    -16.622    106.462     60.394     94.314     -5.730     43.997
      5.812    -16.528    106.456     60.438     94.332     -5.979     43.843
      5.813    -16.434    106.450     60.482     94.349     -6.229     43.689
      5.814    -16.339    106.443     60.525     94.366     -6.478     43.535
      5.815    -16.245    106.437     60.569     94.383     -6.727     43.381
      5.816    -16.151    106.430     60.612     94.399     -6.976     43.227
      5.817    -16.056    106.423     60.655     94.415     -7.225     43.073
      5.818    -15.962    106.415     60.698     94.431     -7.474     42.919
      5.819    -15.867    106.408     60.741     94.447     -7.723     42.765
      5.820    -15.773    106.400     60.784     94.463     -7.972     42.611
      5.821    -15.678    106.392     60.826     94.478     -8.221     42.456
      5.822    -15.584    106.383     60.868     94.493     -8.469     42.302
      5.823    -15.489    106.375     60.911     94.508     -8.718     42.148
      5.824    -15.395    106.366     60.953     94.522     -8.966     41.993
      5.825    -15.300    106.357     60.995     94.537     -9.215     41.839
      5.826    -15.206    106.348     61.036     94.551     -9.463     41.684
      5.827    -15.111    106.338     61.078     94.565     -9.711     41.529
      5.828    -15.017    106.328     61.120     94.578     -9.959     41.374
      5.829    -14.922    106.318     61.161     94.592    -10.207     41.220
      5.830    -14.827    106.308     61.202     94.605    -10.455     41.065
      5.831    -14.733    106.297     61.243     94.618    -10.703     40.910
      5.832    -14.638    106.286     61.284     94.631    -10.951     40.755
      5.833    -14.544    106.275     61.324     94.643    -11.198     40.600
      5.834    -14.449    106.264     61.365     94.656    -11.446     40.445
      5.835    -14.354    106.252     61.405     94.668    -11.693     40.289
      5.836    -14.260    106.241     61.446     94.679    -11.941     40.134
      5.837    -14.165    106.228     61.486     94.691    -12.188     39.979
      5.838    -14.070    106.216     61.526     94.702    -12.435     39.823
      5.839    -13.975    106.204     61.565     94.713    -12.683     39.668
      5.840    -13.881    106.191     61.605     94.724    -12.930     39.512
      5.841    -13.786    106.178     61.644     94.735    -13.177     39.357
      5.842    -13.691    106.164     61.684     94.745    -13.424     39.201
      5.843    -13.597    106.151     61.723     94.756    -13.671     39.046
      5.844    -13.502    106.137     61.762     94.766    -13.917     38.890
      5.845    -13.407    106.123     61.800     94.775    -14.164     38.734
      5.846    -13.312    106.109     61.839     94.785    -14.411     38.578
      5.847    -13.217    106.094     61.878     94.794    -14.657     38.422
      5.848    -13.123    106.079     61.916     94.803    -14.904     38.266
      5.849    -13.028    106.064     61.954     94.812    -15.150     38.110
      5.850    -12.933    106.049     61.992     94.821    -15.396     37.954
      5.851    -12.838    106.034     62.030     94.829    -15.643     37.797
      5.852    -12.743    106.018     62.068     94.837    -15.889     37.641
      5.853    -12.649    106.002     62.105     94.845    -16.135     37.485
      5.854    -12.554    105.986     62.143     94.853    -16.381     37.328
      5.855    -12.459    105.969     62.180     94.861    -16.627     37.172
      5.856    -12.364    105.952     62.217     94.868    -16.873     37.015
      5.857    -12.269    105.935     62.254     94.875    -17.119     36.859
      5.858    -12.174    105.918     62.291     94.882    -17.364     36.702
      5.859    -12.079    105.901     62.327     94.888    -17.610     36.545
      5.860    -11.984    105.883     62.364     94.895    -17.856     36.388
      5.861    -11.890    105.865     62.400     94.901    -18.101     36.232
      5.862    -11.795    105.847     62.436     94.907    -18.347     36.075
      5.863    -11.700    105.828     62.472     94.912    -18.592     35.918
      5.864    -11.605    105.810     62.508     94.918    -18.837     35.760
      5.865    -11.510    105.791     62.544     94.923    -19.083     35.603
      5.866    -11.415    105.771     62.579     94.928    -19.328     35.446
      5.867    -11.320    105.752     62.615     94.933    -19.573     35.289
      5.868    -11.225    105.732     62.650     94.937    -19.818     35.131
      5.869    -11.130    105.712     62.685     94.942    -20.063     34.974
      5.870    -11.035    105.692     62.720     94.946    -20.308     34.816
      5.871    -10.940    105.672     62.755     94.950    -20.553     34.659
      5.872    -10.845    105.651     62.789     94.953    -20.798     34.501
      5.873    -10.750    105.630     62.824     94.957    -21.042     34.343
      5.874    -10.655    105.609     62.858     94.960    -21.287     34.186
      5.875    -10.560    105.587     62.892     94.963    -21.532     34.028
      5.876    -10.465    105.566     62.926     94.966    -21.776     33.870
      5.877    -10.371    105.544     62.960     94.968    -22.021     33.712
      5.878    -10.276    105.522     62.993     94.971    -22.265     33.554
      5.879    -10.181    105.499     63.027     94.973    -22.509     33.396
      5.880    -10.086    105.477     63.060     94.975    -22.754     33.237
      5.881     -9.991    105.454     63.093     94.976    -22.998     33.079
      5.882     -9.896    105.431     63.126     94.978    -23.242     32.921
      5.883     -9.801    105.407     63.159     94.979    -23.486     32.762
      5.884     -9.706    105.384     63.192     94.980    -23.730     32.604
      5.885     -9.611    105.360     63.224     94.981    -23.974     32.445
      5.886     -9.516    105.336     63.257     94.981    -24.218     32.286
      5.887     -9.421    105.312     63.289     94.982    -24.462     32.128
      5.888     -9.326    105.287     63.321     94.982    -24.706     31.969
      5.889     -9.231    105.262     63.353     94.982    -24.949     31.810
      5.890     -9.136    105.237     63.385     94.981    -25.193     31.651
      5.891     -9.041    105.212     63.416     94.981    -25.437     31.492
      5.892     -8.946    105.186     63.448     94.980    -25.680     31.333
      5.893     -8.851    105.160     63.479     94.979    -25.924     31.174
      5.894     -8.756    105.134     63.510     94.978    -26.167     31.014
      5.895     -8.661    105.108     63.541     94.977    -26.410     30.855
      5.896     -8.566    105.081     63.572     94.975    -26.654     30.696
      5.897     -8.471    105.055     63.602     94.973    -26.897     30.536
      5.898     -8.376    105.028     63.633     94.971    -27.140     30.377
      5.899     -8.281    105.000     63.663     94.969    -27.383     30.217
      5.900     -8.186    104.973     63.693     94.966    -27.627     30.057
      5.901     -8.091    104.945     63.723     94.963    -27.870     29.898
      5.902     -7.996    104.917     63.753     94.960    -28.113     29.738
      5.903     -7.901    104.889     63.783     94.957    -28.356     29.578
      5.904     -7.806    104.860     63.812     94.954    -28.598     29.418
      5.905     -7.711    104.832     63.841     94.950    -28.841     29.258
      5.906     -7.616    104.803     63.871     94.946    -29.084     29.097
      5.907     -7.521    104.774     63.900     94.942    -29.327     28.937
      5.908     -7.426    104.744     63.929     94.938    -29.570     28.777
      5.909     -7.331    104.714     63.957     94.933    -29.812     28.616
      5.910     -7.237    104.685     63.986     94.929    -30.055     28.456
      5.911     -7.142    104.654     64.014     94.924    -30.297     28.295
      5.912     -7.047    104.624     64.042     94.919    -30.540     28.135
      5.913     -6.952    104.593     64.070     94.913    -30.782     27.974
      5.914     -6.857    104.562     64.098     94.908    -31.025     27.813
      5.915     -6.762    104.531     64.126     94.902    -31.267     27.652
      5.916     -6.667    104.500     64.154     94.896    -31.509     27.491
      5.917     -6.572    104.468     64.181     94.890    -31.752     27.330
      5.918     -6.477    104.436     64.208     94.883    -31.994     27.169
      5.919     -6.382    104.404     64.235     94.876    -32.236     27.008
      5.920     -6.288    104.372     64.262     94.869    -32.478     26.847
      5.921     -6.193    104.339     64.289     94.862    -32.720     26.685
      5.922     -6.098    104.306     64.316     94.855    -32.962     26.524
      5.923     -6.003    104.273     64.342     94.847    -33.204     26.362
      5.924     -5.908    104.240     64.368     94.840    -33.446     26.201
      5.925     -5.813    104.206     64.395     94.832    -33.688     26.039
      5.926     -5.718    104.173     64.420     94.823    -33.930     25.877
      5.927     -5.624    104.139     64.446     94.815    -34.172     25.715
      5.928     -5.529    104.104     64.472     94.806    -34.414     25.553
      5.929     -5.434    104.070     64.497     94.797    -34.656     25.391
      5.930     -5.339    104.035     64.523     94.788    -34.897     25.229
      5.931     -5.244    104.000     64.548     94.779    -35.139     25.067
      5.932     -5.150    103.965     64.573     94.769    -35.381     24.905
      5.933     -5.055    103.929     64.598     94.760    -35.622     24.742
      5.934     -4.960    103.893     64.622     94.750    -35.864     24.580
      5.935     -4.865    103.857     64.647     94.740    -36.105     24.417
      5.936     -4.771    103.821     64.671     94.729    -36.347     24.255
      5.937     -4.676    103.785     64.695     94.719    -36.588     24.092
      5.938     -4.581    103.748     64.719     94.708    -36.830     23.929
      5.939     -4.487    103.711     64.743     94.697    -37.071     23.766
      5.940     -4.392    103.674     64.767     94.685    -37.312     23.603
      5.941     -4.297    103.636     64.790     94.674    -37.554     23.440
      5.942     -4.202    103.599     64.814     94.662    -37.795     23.277
      5.943     -4.108    103.561     64.837     94.650    -38.036     23.114
      5.944     -4.013    103.523     64.860     94.638    -38.277     22.950
      5.945     -3.919    103.484     64.883     94.626    -38.519     22.787
      5.946     -3.824    103.446     64.906     94.613    -38.760     22.623
      5.947     -3.729    103.407     64.928     94.600    -39.001     22.460
      5.948     -3.635    103.368     64.950     94.587    -39.242     22.296
      5.949     -3.540    103.328     64.973     94.574    -39.483     22.132
      5.950     -3.446    103.289     64.995     94.561    -39.724     21.969
      5.951     -3.351    103.249     65.017     94.547    -39.965     21.805
      5.952     -3.257    103.209     65.038     94.533    -40.206     21.640
      5.953     -3.162    103.168     65.060     94.519    -40.447     21.476
      5.954     -3.067    103.128     65.081     94.505    -40.688     21.312
      5.955     -2.973    103.087     65.103     94.490    -40.929     21.148
      5.956     -2.878    103.046     65.124     94.475    -41.169     20.983
      5.957     -2.784    103.005     65.144     94.460    -41.410     20.819
      5.958     -2.690    102.963     65.165     94.445    -41.651     20.654
      5.959     -2.595    102.921     65.186     94.430    -41.892     20.489
      5.960     -2.501    102.879     65.206     94.414    -42.133     20.325
      5.961     -2.406    102.837     65.226     94.398    -42.373     20.160
      5.962     -2.312    102.795     65.247     94.382    -42.614     19.995
